Ulasan,Label
"['takjub', 'diciptakan', 'bukit', 'jaddih', 'destinasi', 'wisata', 'kabupaten', 'bangkalan', 'madura', 'pemandangannya', 'beda', 'wisata', '…']",Negatif
"['jalanan', 'kesini', 'rada', 'jelek', 'mayan', 'kluaran', 'suramadu']",Positif
"['bukit', 'jaddih', 'lokasi', 'penambangan', 'kapur', 'aktif', 'polanya', 'tambang', 'manual', 'alat', 'berat', 'lokasi', '…']",Negatif
"['siang', 'sangat', 'panas', 'pemandangan', 'menyilaukan', '…']",Positif
"['mmh', 'penambangan', 'seakan', 'berubah', 'ubah', 'poto', 'cocok', 'panas', 'terik', 'tapi', 'santai', 'cocoknya', 'teduh', 'pagi', 'sorean', '…']",Negatif
"['lumayan', 'bagus', 'sepi', 'banget', 'kesini', 'cocok', 'liburan', 'ramai', 'ramai', 'bareng', 'panas', 'banget', 'tapi', 'kebantu', 'angin', 'lumayan', 'kencang', 'x', 'tarif', 'pintu', 'pintu', 'bersih', 'full', 'kapur', 'ujung', 'ujung', '…']",Positif
"['megah', 'mengagumkan', 'siang', 'silau', 'berangin', 'disarankan', 'pakai', 'kacamata', 'warung', 'minum', 'toilet', 'parkir', 'tersedia', 'loket', 'masuk', 'area', 'goa', 'pote', 'orang', 'rp', 'retribusi', 'mobil', 'parkir', 'tidak', '…']",Negatif
"['tidak', 'putih', 'musim', 'hujanjalan', 'masuknya', 'ancurbayarnya']",Positif
"['toilet', 'bersih', 'hasil', 'fto', 'bagus', 'pagi', 'matahari', 'tidak', 'panas']",Negatif
"['nyobain', 'kesini', 'tidak', 'bukit', 'jaddih', 'pandemi', 'kesini', 'pintu', 'masuk', 'retribusi', '…']",Positif
"['menitan', 'suramadu', 'akses', 'jalan', 'sempit', 'perkampungan', 'pemandangan', 'sangat', 'bagus', 'hobby', 'foto', 'sayang', 'dikelola', 'akses', '…']",Negatif
"['wisata', 'bekas', 'tambang', 'kapur', 'menarik', 'eksotis', 'anak', 'butuh', 'pengawasan', 'optimal', 'berhati', 'parkir', 'luas']",Negatif
"['kesalahan', 'berkunjung', 'tidak', 'membawa', 'masker', 'kaca', 'mata', 'penambangan', 'perbukitan', 'kapur', 'menyisakan', 'bentuk', 'tidak', 'beraturan', 'indah', 'dipandang', 'panasnya', 'mentari', 'menyengat', 'meningkatkan', 'daya', '…']",Positif
"['pungli', 'masuk', 'motor', 'selasa']",Positif
"['orang', 'dirampok', 'disana', 'tingkatannya', 'uang', 'tidak', 'suka', 'digituin']",Positif
"['pengelolaan', 'bukit', 'jadih', 'tolong', 'ditertibkan', 'iuran', 'masuk', 'kampung', 'bayar']",Negatif
"['bukit', 'kapur', 'jalan', 'kesana', 'rusak', 'banget']",Negatif
"['sepi', 'terawat', 'akses', 'jalan', 'lokasi', 'rusak']",Negatif
"['pengelolaan', 'pusat', 'berfoto', 'parkir', 'liar', '…']",Negatif
"['panas', 'berhati', 'hati', 'pungutan', 'tiket', 'liar']",Negatif
['fasilitas'],Negatif
"['rambu', 'petunjuk', 'arah', 'orang', 'pendatang', 'bingung…']",Negatif
"['pungli', 'objek', 'foto']",Negatif
"['hatihati', 'pungli']",Negatif
"['disaat', 'tidak', 'musim', 'kering', 'air', 'menyusut', 'sampah', '…']",Negatif
"['kurangnya', 'perawatan']",Negatif
"['pungli', 'tidak']",Negatif
"['jalan', 'rusak', 'parah', 'pungli', 'tidak']",Negatif
"['panas', 'berdebumohon', 'retribusi', 'biaya', 'masuk']",Negatif
"['danau', 'kering', 'panas', 'banget']",Negatif
"['tiket', 'masuk', 'kawasan', 'haruskah', 'bayar', 'pungli']",Negatif
"['dirawat', 'pungli']",Negatif
"['sayang', 'banget', 'pungli', 'mengecewakan']",Negatif
"['lokasi', 'wisata', 'dikelola', 'masyarakat', 'menimbulkan', 'kesan', 'amburadul', 'pungli']",Negatif
"['pungli', 'masuk']",Negatif
"['tidak', 'lampu', 'ditoilet']",Negatif
"['berubah', 'yaaa', 'airnya', 'tidak', 'sejernih', 'sampah', 'dimanamana', 'huhu']",Negatif
"['spot', 'foto', 'bagus', 'tarif', 'rakit', 'korg', 'rakit', 'diisi', 'orang', 'jalan', 'bukit', 'gampang', 'ditemukan', 'tapi', 'mobil', 'jalan', 'tapi', 'minggir', 'gantian', '…']",Negatif
"['akses', 'jalan', 'lokasi', 'bergelombangpanas']",Negatif
"['penasaran', 'datanglah', 'bukit', 'kapur', 'letaknya', 'pusat', 'kota', 'bangkalan', 'langaung', 'membuktikan', 'keindahan', 'bukit', 'kapur', 'nama', 'bukit', 'jaddih', 'tidak', 'fotofoto', '…']",Negatif
"['kunjungan', 'tanggal', 'november', 'informasi', 'tiket', 'pengendara', 'sepeda', 'motor', 'dikenakan', 'tarif', 'rp', 'sepeda', 'motor', 'tiket', 'masuk', 'beda', 'tiket', 'masuk', 'rp', 'orang', 'tiket', 'masuk', '…']",Positif
"['tempatnya', 'tersembunyi', 'akses', 'jalan', 'memadai']",Negatif
"['lumutnya', 'airnya', 'dijaga', 'sampah', 'biar', 'jernih']",Negatif
"['akses', 'kesini', 'jalannya', 'lumayan', 'jelek']",Negatif
"['punglinya', 'kesini']",Negatif
"['sangat', 'panas', 'fasilitas', 'memadai', 'pungutan', 'tidak']",Negatif
"['hidden', 'gems', 'penambangan', 'batu', 'kapur', 'aktif', 'lokasi', 'dijangkau', 'mobil', 'spot', 'dibentuk', 'wisata', 'potensi']",Negatif
"['suramadu', 'masuk', 'bayar', 'mobil', 'rb', 'orang', 'rb', 'bukit', 'penjahat kelamin', 'ojek']",Negatif
"['bagus', 'air', 'kolam', 'kering', 'perahunya', 'operasi', 'kuda', 'joget', 'jugasayangnya', 'lumut', 'didinding', 'jago', 'tidak', 'putihnya']",Negatif
"['tempatnya', 'sepi', 'panas', 'banget']",Negatif
"['keren', 'sangat', 'memanjakan', 'mata', 'saran', 'jam', 'kunjung', 'pagi', 'sore', 'gaiss', 'lupa', 'warga', 'lokal', 'walapun', 'pakai', 'maps', 'jalurnya', '…']",Positif
"['kawasan', 'bukit', 'bekas', 'penambangan', 'batu', 'kapur', 'sangat', 'berpotensi', 'dijadikan', 'wisata', 'penataan', 'pengelola', 'bukit', 'batu', 'kapur', 'liang', 'berbentuk', 'tinggal', 'jaman', 'batu', 'fasilitasnya', 'toko', 'suvenir', 'kantin', 'toilet']",Positif
"['instragram', 'bgtcocok', 'suka', 'foto', 'mobil', 'masuk', 'kearah', 'bukit', 'kapur', 'tiket', 'masuknya', 'rb', 'orang', 'plus', 'mobil', 'danau', 'dikenakan', 'tiket', 'orang', 'rb']",Negatif
"['kali', 'tempatnya', 'kota', 'surabaya', 'berhatihati', 'map', 'google', 'titik', 'lokasinya', 'salah', 'kemarin', 'orang', 'desa', 'kampung', 'bicaranya', 'tidak', 'tempatnya', 'tidak', 'memiliki', 'tanda', 'papan', 'nama', '…']",Positif
"['kesiniwisata', 'bekas', 'areal', 'penambanganmurah', 'meriah', 'keren', 'sih', 'lumayanlahada', 'pemandunya', 'moto']",Positif
"['pergi', 'bertepatan', 'lebaran', 'ide', 'bagus', 'preman', 'berkeliaran', 'rp', 'orang', 'karcis', 'masuk', 'rp', 'kesenangan', 'hilang', '…']",Positif
"['refresing', 'cocok', 'berlibur', 'keluarga', 'madura', 'diakses', 'mobil', 'motor', 'membayar', 'b', 'spot', 'foto', 'turis', 'lokal', 'kesini']",Positif
"['jalan', 'bukit', 'parah', 'sihh']",Positif
"['omicron', 'sepi']",Negatif
"['amazeee', 'banget', 'sm', 'tempatnya', 'keren', 'kesini', 'sorean', 'spot', 'foto', 'cantiik', 'salah', 'wisata', 'menarik', 'madura', 'kagum', 'sm', 'keindahan', 'bukit', 'jaddih', 'menunggu', 'sunset', 'indah', 'banget', 'deh']",Positif
"['wisata', 'bukit', 'kapur', 'khas', 'madura', 'tarif', 'masuk', 'lokasi', 'rb', 'motor', 'masuk', 'area', 'wisatanya', 'tarif', '…']",Negatif
"['kali', 'kesini', 'tempatnya', 'panas', 'bukit', 'kapur', 'kolam', 'airtapi', 'kotor']",Negatif
"['bukit', 'jaddih', 'satusatunya', 'wisata', 'pulau', 'madura', 'datangi', 'tempatnya', 'lumayan', 'bagus', 'areal', 'pertambangan', 'dijadikan', 'rekreasi', 'kece', 'bànget', 'tempatnya', 'tidak', 'rugilah', 'jauhjauh', 'sumatera', 'mampir', '…']",Positif
"['daya', 'tarik', 'destinasi', 'wisata', 'bukit', 'jaddhih', 'terkenal', 'kalangan', 'masyarakat', 'jawa', 'semoga', 'pemerintahan', 'menambah', 'fasilitas', 'wisata', 'bukit', 'jaddih', 'terkenal', 'mancanegara', '…']",Positif
"['bagus', 'foto', 'dijogja', 'tebing', 'breksi', 'tapi', 'dibuka', 'penataan', 'wisata', 'kolam', 'renang', 'parkir', 'luas', 'pakai', 'bus', 'lokasi', 'tidak', 'jalan', 'tapi', 'sayang', '…']",Negatif
"['lokasi', 'bekas', 'penambangan', 'dijadikan', 'spot', 'foto', 'jalan', 'bukit', 'jaddih', 'lumayan', 'susah', 'disarankan', 'kendaraan', 'roda', 'pandaipandai', 'mengambil', 'angel', 'foto', 'menghasilkan', 'foto', 'ok']",Positif
"['sayang', 'kesini', 'air', 'kolamnya', 'tidak']",Positif
"['selayaknya', 'suasana', 'bukit', 'kapur', 'berdebu', 'terik', 'panas', '…']",Positif
"['kesana', 'sepi', 'banget', 'yaa', 'pungli', 'yaa', 'si', 'bayar', 'masuk', 'loket', 'tiketnya', 'tapi', 'yauda', 'tidak apa-apa', 'bayar', 'ajaa', 'dripada', '…']",Negatif
"['akses', 'wisata', 'jelek', 'tarikan', 'ngeprank', 'wisatawan', 'harga', 'msuk', 'msih', 'ok', 'si']",Negatif
"['tempatnya', 'bangkalan', 'indah', 'bekas', 'galian', 'batu', 'bata', 'enak', 'rekreasi', 'berdua', 'rombongan', 'kolam', 'renang', 'tiket', 'masuk', 'murah', 'cuaca', 'panas', 'enak', 'pakai', 'kacamata', 'penutup', 'hidung']",Positif
"['pungli', 'nyaman', 'pungli', 'panas', 'berdebu']",Negatif
"['tempatnya', 'panas', 'banget', 'pungli', 'tolong', 'dikondisikan', 'kayak', 'preman', 'pengunjung', 'takut', 'kesana']",Negatif
"['rekreasi', 'lumayan', 'murah', 'meriahakses', 'jalan', 'tergolong', 'aspalkalau', 'rekreasi', 'tergantung', 'penikmat', 'suka', 'alam', 'klik', 'nyatiket', 'masuk', 'rekreasi', 'ributiket', 'masuk', '…']",Positif
"['pastinya', 'panas', 'banget']",Negatif
"['wisata', 'sangat', 'panas', 'berdebu']",Negatif
"['momen', 'bagus', 'musim', 'hujan', 'rumput', 'menghijau', 'cuaca', 'tidak', 'panas']",Positif
"['masuk', 'biaya', 'persebeda', 'motor', 'biaya', 'parkir', 'bangunan', 'warna', 'menghitam', 'area', 'perhatikan', 'perbaikan', 'wisatanya']",Negatif
"['suka', 'pemandangannya', 'warna', 'airnya', 'bagus', 'musim', 'panas', 'spot', 'foto', 'jalanan', 'kesana', 'gampang', 'g', 'parah', 'banget', '…']",Negatif
"['tempatnya', 'keren', 'akses', 'jalannya', 'diperbaiki', 'pengelolaannya', 'bagus', 'mengundang', 'wisatawan']",Positif
"['alhamdulillaah', 'bukit', 'jaddih', 'bangkalan', 'pulau', 'madura', 'tempatnya', 'potensial', 'wisata', 'pengembangan', 'wisatanya', 'ditingkatkan']",Positif
"['musim', 'hujan', 'air', 'danau', 'bagus', 'kdua', 'musim', 'kering', 'tapi', 'bagus', 'debu', 'musim', 'panas', 'pakai', 'masker']",Positif
"['daerah', 'bangkalan', 'madura', 'akses', 'jalan', 'kesana', 'motor', 'mobil', 'tempatnya', 'bagus', 'tapi', 'bawa', 'payungatau', 'topidan', 'sunblock', 'panasnya']",Positif
"['bukit', 'kapur', 'bentukan', 'tertata', 'bentukan', 'kotak', 'menjulang', 'tangga', 'dinaiki', 'smp', 'ruangan', 'galian', 'membentuk', 'kubangan', 'terisi', 'air', 'tidak', 'hujan', 'airnya', '…']",Positif
"['kasih', 'bintang', 'tidak', 'pungli', 'kasih', 'bintang', '🤣', '…']",Positif
"['tempatnya', 'keren', 'berlibur', 'jembatan', 'suramadu', 'gratis', 'kesini', 'berhenti', 'goa', 'pote', 'masuknya', 'orang', 'rp', 'one', 'henti', 'destination', 'perahu', 'parkiran', 'toilet', '…']",Positif
"['tempatnya', 'indah', 'bagus', 'banget', 'view', 'foto', 'Cuma', 'dikelola', 'pemerintah', 'dikasih', 'bimbingan', 'warga', 'pungli', 'masuk', 'kampungnya', 'kena', 'bayar', 'masuk', 'kearea', 'tambangnya', '…']",Positif
"['tempatnya', 'mbrasak', 'jalan', 'masuknya', 'rusak', 'berdebu', 'siapin', 'masker', 'warga', 'biaya', 'illegal', 'mobil', 'sepuluh', 'ribu', 'orang', 'ribu', 'tidak', 'tapi', 'berkali', 'kali', '…']",Negatif
"['coba', 'rekreasi', 'madura', 'tambang', 'batu', 'kapur', 'aktif', 'parkir', 'masuk', 'dipatok', 'orang', 'rupiah', 'sih', 'lumayan']",Positif
"['ما', 'شاء', 'الله', 'keren', 'banget', 'tempatnyainstagramable', 'tapi', 'diperbaikiyaitu', 'akses', 'jalan', 'lokasi', 'bbrp', 'titik', '…']",Negatif
"['udara', 'panasakses', 'jalan', 'lokasi', 'sepipinter', 'cari', 'angel', 'unt', 'foto', 'bagus', 'spot', 'foto', 'banyakbawa', 'air', 'putih', 'tidak', 'jualanudara', 'panas', 'bikin', 'gampang', 'lelah', 'haus']",Negatif
"['tempatnya', 'panas']",Negatif
"['areanya', 'bebas', 'dijelajahi', 'aktivitas', 'penambangan', 'dilarang', 'mendekat', 'spot', 'terbaik', 'keatas', 'bukit', 'rumputnya', 'tapi', 'hati²', 'batuan', 'kapur', 'longsor']",Positif
"['jalanan', 'susah', 'beruntung', 'siang', 'tidak', 'pengunjung', 'serasa', 'vip', '😎', 'mas', 'banget', 'nunjukin', 'foto', 'semi', 'tur', 'guide', 'fotografer', '🤭', '…']",Negatif
"['sepi', 'tidak', 'pengunjung', 'pungli']",Negatif
"['masuk', 'kesini', 'bayarnya', 'portal', 'portal', 'kampung', 'portal', 'masuk', 'wisata', 'portal', 'masuk', 'telaga', 'lumayan', 'instragameble', 'disana', 'orang', 'juala', 'mknan', 'minuman', 'ringan', 'tidak', 'jualan', 'tapi']",Positif
"['bagus', 'panas', 'lumayan', 'menyengat', 'kebersihan', 'terjaga']",Negatif
"['sangat', 'bagus', 'strategistapi', 'sangat', 'sayangkan', 'mengocak', 'lumayan', 'uang', 'keluarkansperti', 'tiket', 'parkir', 'mahalsebelum', 'masuk', 'berhentikan', '…']",Negatif
"['tempatnya', 'bagus', 'sangat', 'berpotensi', 'pariwisata', 'lihat', 'foto', 'upload', 'pengunjung', 'surabaya', 'sidoarjo', 'daerah', 'walopun', '…']",Positif
"['wisata', 'buatan', 'bagus', 'sekedar', 'melepas', 'lelah', 'melintasi', 'jembatan', 'suramadu😁', 'biaya', 'akomodasi', 'biaya', 'masuk', 'parkir', 'kendaraan', 'tiket', 'masuk', '…']",Negatif
"['tidak', 'kelola', 'khawatir', 'punah', 'banyaknya', 'penambang', 'batu', 'cepat', 'habis', 'bebatuan', 'wisata']",Negatif
"['panas', 'berdebu', 'minim', 'berteduh']",Negatif
"['ketemu', 'pungli']",Negatif
"['jalan', 'wisata', 'rusak', 'banget', 'pungli']",Positif
"['senin', 'berdua', 'teman', 'bukit', 'jam', 'an', 'teman', 'wisatawan', 'berkunjung', 'berasa', 'wisata', 'horor', '😳', 'tapi', 'berkeliling', 'rombongan', '…']",Negatif
"['wisata', 'eksotis', 'pemandangan', 'bagus', 'cocok', 'foto', 'foto', 'saran', 'kesini', 'pagi', 'sore', 'udaranya', 'seger']",Negatif
"['lokasinya', 'menarik', 'jalan', 'masuk', 'susah', 'asli', 'sangat', 'berdebu', 'petunjuk', 'lokasi', 'sederhana', 'pesepeda', 'tidak', 'parkir', 'tapi', 'bawa', 'masuk', 'sepeda']",Positif
"['sayangnya', 'kebersihan', 'diperhatikan']",Positif
"['wisata', 'lokal', 'indah', 'pemanfaatan', 'tambang', 'batu', 'kapur', 'wisata', 'goa', 'buatan', 'lihat', 'sunset', 'puncak', 'tebing']",Negatif
"['aslinya', 'penambangan', 'batu', 'kapur', 'tapi', 'wisata', 'lokasi', 'bekas', 'hasil', 'penambangan', 'epic', 'spot', 'foto', 'bagus', 'sih', 'eksplore', 'madura', 'coba', 'wisata', 'kesini']",Positif
"['ramaikini', 'sepi', 'pendemi']",Negatif
"['spot', 'foto', 'instgramable', 'banget', 'dijadiin', 'spot', 'foto', 'x', 'bayar', 'masuk', 'kawasan', 'perkendaraan', 'beda', 'masuk', 'danauyg', 'hujan', 'bayarnya', 'diitung', 'perorangan', 'kesana', 'sore', 'tidak', 'panas']",Positif
"['jalan', 'menuru', 'lokasi', 'tidak', 'luas', 'masuk', 'desa', 'kesana', 'cuaca', 'mendung', 'tidak', 'panas']",Positif
"['bukit', 'kapur', 'tidak', 'spesial', 'objek', 'dijual', 'bekas', 'lubang', 'penambangan', 'selebihnya', 'tidak', 'dinikmati', 'lokasi', 'lumayan', 'jalan', 'retribusi', 'masyarakat', 'dimanamana', 'menambah', '…']",Negatif
"['tidak', 'termanage', 'tiket', 'masuk', 'bayar', 'x', 'fasilitas', 'minim', 'penghobi', 'selfi', 'sangat', 'bagus', 'sport', 'foto']",Positif
"['tempatnya', 'panas', 'jalan', 'terbilang', 'sulit', 'kendaraan', 'mobil', 'bis']",Negatif
"['goa', 'pote', 'bukit', 'jaddihnya', 'jarang', 'kesana', 'bagus']",Negatif
"['tidak', 'dikelola', 'khusus', 'area', 'pertambangan', 'aktiv', 'aktivitas', 'bagus', 'spot', 'foto', 'tapi', 'air', 'kolamnya', 'tidak', 'musim', 'hujan', 'tidak', '…']",Positif
"['pos', 'pembayaran', 'tidak mau', 'warung', 'resmi', 'parkir', 'bayar', 'orang', 'mobil', '😓', 'semoga', 'bukit', 'jaddih', 'dikelola', 'bagus', 'terawat', 'terbebas', 'pungli', 'tidak mau', 'tidak mau', '…']",Negatif
"['berlokasi', 'pulau', 'madura', 'akses', 'jalan', 'terjal', 'berdebu', 'memasuki', 'daerah', 'objek', 'wisata', 'jalan', 'beraspal', '…']",Positif
"['salah', 'wisata', 'bukit', 'kapur', 'terbaik', 'jawa', 'timur', 'sangat', 'cocok', 'berfoto', 'selfie', 'keluarga', 'teman', 'mantapp👍🙏🤩', '…']",Positif
"['pemandangan', 'indah', 'tapi', 'jalanan', 'lokasi', 'memadai', 'tiket', 'masuk', 'mobil', 'rb', 'tiket', 'orang', 'rb']",Negatif
"['tambang', 'kapur', 'daerah', 'bangkalan', 'suramadu', 'aktif', 'wisata', 'goa', 'penambang', 'membentuk', 'pola', 'jalur', 'goa', 'tambang', 'cocok', 'offroad', 'lokasinya']",Negatif
"['tempatnya', 'sangat', 'amazingdisarankan', 'pagi', 'haridi', 'sudut', 'spot', 'fotoakses', 'jalan', 'masuk', 'offroadbanyak']",Positif
"['wisata', 'ideal', 'sisa', 'foto', 'cakep', 'tidak', 'pengelolaan', 'tukang', 'karcis', 'dilewatin', 'ngejar', '…']",Positif
"['siang', 'panas', 'banget']",Negatif
"['bagus', 'wisata', 'khusus', 'bukit', 'kapur', 'sangat', 'disarankan', 'kesana', 'musim', 'hujan', 'danaunya', 'airnya', 'musim', 'kemarau', 'danau', 'kering', 'goa', 'goa', 'kapur', 'ornamen', 'bagus', 'berfoto', 'ria', '…']",Positif
"['alam', 'banget', 'truk', 'ambil', 'batu', 'kapur', 'luas']",Negatif
"['berteduhnya', 'minim', 'warungwarung', 'masuk', 'pungli']",Negatif
"['penghilang', 'penat', 'kesibukan', 'dikantor', 'bersahabat', 'dompet', 'akses', 'jalan', 'raya', 'perkampungan', 'sempit', 'all', 'around', 'very', 'bagus']",Positif
"['view', 'foto', 'keren', 'wilayah', 'cocok', 'hunting', 'prewedding', 'outdoor']",Positif
"['akses', 'jalannya', 'diperbaiki']",Negatif
"['sepi', 'tapi', 'sore', 'asyik']",Positif
"['panas', 'debu', 'pakai', 'masker']",Negatif
"['jalan', 'bukit', 'jaddhih', 'goyang', 'bis']",Negatif
"['jalanan', 'tkp', 'berdebu', 'rusaktaman', 'wisata', 'terawat', 'cuaca', 'panas', 'terik']",Negatif
"['kesana', 'lebih baik', 'pakai', 'jasa', 'guide', 'ngarahin', 'spot', 'bagus', 'foto', 'biar', 'potonya', 'keren']",Negatif
"['cocok', 'dikunjungi', 'sore', 'pagi', 'terik', 'matahari', 'tidak', 'menyengat', 'suasana', 'bukit', 'jadih', 'sejuk', 'main', 'kesana', 'cuaca', 'terik', 'panas', 'turun', 'gerimis', 'sebentar', '…']",Negatif
"['tempatnya', 'terawat', 'kios', 'penjual', 'makanan', 'tutup', 'akses', 'jalan', 'dirawat', 'menyulitkan', 'bus', '…']",Negatif
"['spot', 'fotonya', 'bagus', 'tapi', 'tahan', 'tambang', 'kapur', 'suara', 'mesin', 'nambang']",Positif
"['sayang', 'banget', 'restribusinya', 'kayaknya', 'teratur', 'masuk', 'ditarik', 'nyampek', 'ditarik']",Positif
"['spot', 'menarik', 'berfoto', 'keluarga', 'teman']",Negatif
"['parkir', 'habis', 'rb😁', 'emezing', 'spot', 'foto', 'ditarikin', 'duitrb', 'parkir', 'mobil', 'pintu', 'masuk', 'ditarik', 'rb', 'kasi', 'karcis', 'keatas', 'cegat', 'ditarok', 'rb', 'wkwkw', 'dikasi', 'karcis', 'ntah', 'parkir', 'pulangnya', 'tidak', '…']",Positif
"['akses', 'jalan', 'sangat', 'tidak', 'bagus', 'diikutin', 'orang', 'warga', 'lokal', 'tapi', 'bikin', 'risih', 'ngikutin', 'terkesan', 'maksa', 'niatnya', 'dijadikan', 'destinasi', 'wisata', 'perhatian', 'pemerintah']",Negatif
"['instagrammable', 'tapi', 'panas', 'kering', 'medan', 'kesana', 'tidak', 'digolongkan', 'mudah', 'kemarau', 'kesana', 'goa', 'pote', 'tidak', 'airnya']",Positif
"['wisata', 'elok', 'foto', 'instagramable', 'sangat', 'disukai', 'kaum', 'muda', 'penyewaan', 'rakit', 'disekitar', 'danau']",Negatif
"['bagus', 'berfoto', 'tidak', 'petunjuk', 'medan', 'perjalanan', 'terjal', 'pelayanan', 'pengelola', 'bagus']",Negatif
"['salah', 'lokasi', 'wisata', 'icon', 'madura', 'terketak', 'desa', 'jaddih', 'kabupaten', 'bangkalan', 'bukit', 'kapur', 'hias', 'pahatan', 'danau', 'kolam', 'renang', 'masuk', 'lokasi', 'susah', 'beraspal', '…']",Positif
"['akses', 'jalan', 'memadai', 'mengunjungi', 'wisata', 'jalanan', 'tergolong', 'sepi', 'sangat', 'rawan', 'malam', '…']",Positif
"['kesini', 'kalinya', 'niatnya', 'survey', 'penelitian', 'masuk', 'jalan', 'desa', 'kas', 'desa', 'ditanyain', 'pengelola', 'tidak', 'masuk', 'anak', 'muda', 'uang', 'rb', 'tapi', 'untungnya', '…']",Negatif
"['bukit', 'kapur', 'putih', 'keren', 'hobi', 'hunting', 'foto', 'tinggal', 'pinter', 'cari', 'spot', 'foto', 'hasil', 'foto', 'keren', 'saran', 'nyaman', 'pagi', 'sore', 'siang', 'panas', 'banget', 'berdebu', 'aktifitas', 'penambang', 'truk', 'pengangkut', 'beroprasi']",Positif
"['asalnya', 'gunung', 'kapur', 'ditambang', 'kapurnya', 'kebutuhan', 'konstruksi', 'kebutuhan', 'tambang', 'view', 'bagus', 'lengkap', 'goa', 'putih', 'buatan', 'kolam', 'renang', 'dikelilingi', 'pemandangan', 'bukit', 'kapur']",Negatif
"['masyaallohkeren', 'viewnyatapi', 'hatidebunya', 'tebalpake', 'kacamata', 'biar', 'tidak', 'kelilipanhabis', 'lupa', 'cari', 'carwash', 'hujan', 'tidak', 'hujan', 'debunya', 'nempel', 'tebel', 'banget', 'warnanya', 'putih']",Negatif
"['berangkat', 'siang', 'sangat', 'panas', '…']",Positif
"['alhamdulillah', 'pertamakali', 'kesini', 'tidak', 'bukit', 'jaddih', 'berubah', 'banyao', 'spotspot', 'menarik', 'explore', 'kawasan', 'eisata', 'diperbaiki', '…']",Positif
"['wisata', 'alam', 'sangat', 'indah', 'unik', 'menarik', 'fasilitas', 'parkir', 'warung', 'toilet', 'kolam', 'renang']",Positif
"['kereeeen', 'atmosfernya', 'serasa', 'pegunungan', 'china', '😬', '…']",Negatif
"['wisata', 'sangat', 'bagus', 'indahcuma', 'kendala', 'teman', 'tidak', 'kesitu', 'pungli', 'akses', 'jalan', 'parahnya', 'sangat', 'wow']",Positif
"['bekas', 'penambangan', 'batu', 'putih', 'view', 'bagus', 'foto', 'sangat', 'artistik', 'kolam', 'renang', 'danau']",Positif
"['bagusharusnya', 'kelola', 'serius', 'lagiterutama', 'jalan', 'lokasiaset', 'daerah', 'pemerintah', 'turun', 'tangan👍👍', '…']",Positif
"['gersang', 'bukit', 'kapurbentuknya', 'bagus', 'sih', 'bks', 'diambilin', 'batunya']",Negatif
"['sangat', 'indah', 'cocok', 'healing', 'lihat', 'pemandangan', 'foto', '👍🏻👍🏻👍🏻', '…']",Positif
"['hawa', 'panas']",Negatif
"['penambangan', 'batu', 'kapur', 'madura', 'hitz', 'spot', 'fotomau', 'berbagi', 'pengalaman', 'warga', 'sekitarpada', 'kesana', 'salah', 'masuk', 'pintu', 'penambang', 'kapur', '…']",Negatif
"['keren', 'sayang', 'terawat']",Positif
"['panorama', 'mengagumkan', 'ciptaan', 'illahi', 'eksplorasi', 'multi', 'konsep', 'ekonomi', 'pertambangan', 'nilai', 'artistik', 'wisata']",Negatif
"['karcis', 'x', 'mahal', 'potongan', 'kaya', 'preman', 'sepi', 'engunjung']",Positif
"['wisata', 'bekas', 'penambangan', 'batugamping', 'vegetasi', 'lokasi', 'aesthetic', 'disekitarnya', 'penambangan', 'debu']",Negatif
"['bagus', 'angle', 'kameranya', 'mendukung', 'tebing', 'breksinya', 'madura']",Negatif
"['tambang', 'batu', 'kapur', 'dijadikan', 'wisata', 'kolam', 'air', 'berwisata', 'perahu', 'pemandian', 'berenang', '…']",Positif
"['tempatnya', 'keren', 'tapi', 'fasilitas', 'turis', 'tidak', 'tambang', 'kapur']",Negatif
"['masuk', 'mobil', 'ribu', 'masuk', 'orang', 'ribu', 'orang']",Positif
"['bagusnyaman', 'jugacuma', 'perbaikan', 'pembentukan', 'batu', 'batu', 'objek', 'wisatabelum', 'maksimal', 'nikmati', 'sekarangtapi', 'kunjungi', 'spot', 'foto', 'sangat', 'keren']",Positif
"['masuk', 'kampung', 'pungli', 'masuk', 'area', 'tarik', 'bayar', 'karcis', 'mobil', 'parkir', 'bayar', '😃', '…']",Positif
"['tempatnya', 'bagus', 'eksotis', 'alami', 'tapi', 'dikelola', 'maksimal', 'ala', 'kadarnya', 'operasional', 'pengambilan', 'kapur', 'lainyg', 'wisata', 'masyarakat', 'sd', 'menerima', 'tamu']",Positif
"['one', 'of', 'the', 'beautiful', 'places', 'to', 'take', 'pictures', 'and', 'relax', 'bekas', 'tambang', 'batu', 'bata', 'disulap', 'wisata']",Positif
"['truk', 'suka', 'lalang', 'aslinya', 'panas', 'panas', 'deh']",Negatif
"['indah', 'unk', 'ambil', 'foto', 'liburan', 'keluarga', 'kerabat', 'tapi', 'siapkan', 'masker', 'baju', 'topi', 'jaket', 'lumayan', 'panas', 'pengalaman', 'mudah', 'percaya', 'orang', 'mengaku', 'pengelola', 'makelar', 'diluar', 'memasuki', 'temoat']",Negatif
"['tidak', 'tahan', 'panasnya']",Negatif
"['tempatnya', 'terawat', 'pandemi']",Negatif
"['sayang', 'jalan', 'sempit', 'tidak', 'petunjuk', 'arah', 'orang', 'sanapun', 'tidak']",Negatif
