Ulasan,Tanggal_Ulasan,Label,lokasi,hasil_ulasan,cleaning,tokenisasi,normalisasi,stopword
 banyak pungli dan akses jalan yang PARAHnya,4 tahun lalu,Negatif,bukit jaddih, banyak pungli dan akses jalan yang parahnya,banyak pungli dan akses jalan yang parahnya,"['banyak', 'pungli', 'dan', 'akses', 'jalan', 'yang', 'parahnya']","['banyak', 'pungli', 'dan', 'akses', 'jalan', 'yang', 'parahnya']","['pungli', 'akses', 'jalan', 'parahnya']"
"Tukang karcis tidak ramah sekali. Tempat wisatanya tidak terawat. Kotor dan tandus, airnya jg keruh bgt.",6 bulan lalu,Negatif,bukit jaddih,"tukang karcis tidak ramah sekali. tempat wisatanya tidak terawat. kotor dan tandus, airnya jg keruh bgt.","tukang karcis tidak ramah sekali. tempat wisatanya tidak terawat. kotor dan tandus, airnya jg keruh bgt.","['tukang', 'karcis', 'tidak', 'ramah', 'sekali', '.', 'tempat', 'wisatanya', 'tidak', 'terawat', '.', 'kotor', 'dan', 'tandus', ',', 'airnya', 'jg', 'keruh', 'bgt', '.']","['tukang', 'karcis', 'tidak', 'ramah', 'sekali', '.', 'tempat', 'wisatanya', 'tidak', 'terawat', '.', 'kotor', 'dan', 'tandus', ',', 'airnya', 'juga', 'keruh', 'banget', '.']","['tukang', 'karcis', 'tidak', 'ramah', '.', 'wisatanya', 'tidak', 'terawat', '.', 'kotor', 'tandus', ',', 'airnya', 'keruh', 'banget', '.']"
 jalan masuk dan keluar dari sini berdebu. Harus sedia masker untuk menghindari sesak napas.,setahun lalu,Negatif,bukit jaddih, jalan masuk dan keluar dari sini berdebu. harus sedia masker untuk menghindari sesak napas.,jalan masuk dan keluar dari sini berdebu. harus sedia masker untuk menghindari sesak napas.,"['jalan', 'masuk', 'dan', 'keluar', 'dari', 'sini', 'berdebu', '.', 'harus', 'sedia', 'masker', 'untuk', 'menghindari', 'sesak', 'napas', '.']","['jalan', 'masuk', 'dan', 'keluar', 'dari', 'sini', 'berdebu', '.', 'harus', 'sedia', 'masker', 'untuk', 'menghindari', 'sesak', 'napas', '.']","['jalan', 'masuk', 'berdebu', '.', 'sedia', 'masker', 'menghindari', 'sesak', 'napas', '.']"
Jangan sekali kali datang di musim kemarau. Berdebu dan tak mengenakkan,3 tahun lalu,Negatif,bukit jaddih,jangan sekali kali datang di musim kemarau. berdebu dan tak mengenakkan,jangan sekali kali datang di musim kemarau. berdebu dan tak mengenakkan,"['jangan', 'sekali', 'kali', 'datang', 'di', 'musim', 'kemarau', '.', 'berdebu', 'dan', 'tak', 'mengenakkan']","['jangan', 'sekali', 'kali', 'datang', 'di', 'musim', 'kemarau', '.', 'berdebu', 'dan', 'tidak', 'mengenakkan']","['kali', 'musim', 'kemarau', '.', 'berdebu', 'tidak', 'mengenakkan']"
Fasilitas blm memadai...seperti kamar kecil (paling penting ) hanya tersedia disekitar kolam renang.(bawah)..itupun ga nampung jika musim liburan tiba...antrinya...minta ampun..tempat untuk beristirahat...ga ada...kecuali yg sewa  rumah …,2 tahun lalu,Negatif,bukit jaddih,fasilitas blm memadai...seperti kamar kecil (paling penting ) hanya tersedia disekitar kolam renang.(bawah)..itupun ga nampung jika musim liburan tiba...antrinya...minta ampun..tempat untuk beristirahat...ga ada...kecuali yg sewa  rumah …,fasilitas blm memadai...seperti kamar kecil (paling penting ) hanya tersedia disekitar kolam renang.(bawah)..itupun ga nampung jika musim liburan tiba...antrinya...minta ampun..tempat untuk beristirahat...ga ada...kecuali yg sewa rumah ?,"['fasilitas', 'blm', 'memadai', '...', 'seperti', 'kamar', 'kecil', '(', 'paling', 'penting', ')', 'hanya', 'tersedia', 'disekitar', 'kolam', 'renang', '.', '(', 'bawah', ')', '..', 'itupun', 'ga', 'nampung', 'jika', 'musim', 'liburan', 'tiba', '...', 'antrinya', '...', 'minta', 'ampun', '..', 'tempat', 'untuk', 'beristirahat', '...', 'ga', 'ada', '...', 'kecuali', 'yg', 'sewa', 'rumah', '?']","['fasilitas', 'belum', 'memadai', '...', 'seperti', 'kamar', 'kecil', '(', 'paling', 'penting', ')', 'hanya', 'tersedia', 'disekitar', 'kolam', 'renang', '.', '(', 'bawah', ')', '..', 'itupun', 'tidak', 'nampung', 'jika', 'musim', 'liburan', 'tiba', '...', 'antrinya', '...', 'minta', 'ampun', '..', 'tempat', 'untuk', 'beristirahat', '...', 'tidak', 'ada', '...', 'kecuali', 'yang', 'sewa', 'rumah', '?']","['fasilitas', 'memadai', '...', 'kamar', '(', ')', 'tersedia', 'disekitar', 'kolam', 'renang', '.', '(', ')', '..', 'itupun', 'tidak', 'nampung', 'musim', 'liburan', '...', 'antrinya', '...', 'ampun', '..', 'beristirahat', '...', 'tidak', '...', 'kecuali', 'sewa', 'rumah', '?']"
"Pungli......
Lumayan sii banyak pungli…",4 tahun lalu,Negatif,bukit jaddih,"pungli......
lumayan sii banyak pungli…",pungli...... lumayan sii banyak pungli?,"['pungli', '......', 'lumayan', 'sii', 'banyak', 'pungli', '?']","['pungli', '......', 'lumayan', 'sii', 'banyak', 'pungli', '?']","['pungli', '......', 'lumayan', 'sii', 'pungli', '?']"
"Airnya gak sesuai yang biasa biru kemaren coklat, banyak targetan di jalanan",3 bulan lalu,Negatif,bukit jaddih,"airnya gak sesuai yang biasa biru kemaren coklat, banyak targetan di jalanan","airnya gak sesuai yang biasa biru kemaren coklat, banyak targetan di jalanan","['airnya', 'gak', 'sesuai', 'yang', 'biasa', 'biru', 'kemaren', 'coklat', ',', 'banyak', 'targetan', 'di', 'jalanan']","['airnya', 'tidak', 'sesuai', 'yang', 'biasa', 'biru', 'kemarin', 'coklat', ',', 'banyak', 'targetan', 'di', 'jalanan']","['airnya', 'tidak', 'sesuai', 'biru', 'kemarin', 'coklat', ',', 'targetan', 'jalanan']"
Objek wisata yg sangat sangat tidak terawat sekarang sdh tak sebagus dlu dn juga sepi pengunjung,3 tahun lalu,Negatif,bukit jaddih,objek wisata yg sangat sangat tidak terawat sekarang sdh tak sebagus dlu dn juga sepi pengunjung,objek wisata yg sangat sangat tidak terawat sekarang sdh tak sebagus dlu dn juga sepi pengunjung,"['objek', 'wisata', 'yg', 'sangat', 'sangat', 'tidak', 'terawat', 'sekarang', 'sdh', 'tak', 'sebagus', 'dlu', 'dn', 'juga', 'sepi', 'pengunjung']","['objek', 'wisata', 'yang', 'sangat', 'sangat', 'tidak', 'terawat', 'sekarang', 'sudah', 'tidak', 'sebagus', 'dulu', 'dn', 'juga', 'sepi', 'pengunjung']","['objek', 'wisata', 'sangat', 'sangat', 'tidak', 'terawat', 'tidak', 'sebagus', 'dn', 'sepi', 'pengunjung']"
"Kondisi saat ini sudah kurang terawat mungkin karena lamanya masa pandemi dan masim kemarau, danau, kolam menjadi kering. Pengunjung juga tidak ramai.",8 bulan lalu,Negatif,bukit jaddih,"kondisi saat ini sudah kurang terawat mungkin karena lamanya masa pandemi dan masim kemarau, danau, kolam menjadi kering. pengunjung juga tidak ramai.","kondisi saat ini sudah kurang terawat mungkin karena lamanya masa pandemi dan masim kemarau, danau, kolam menjadi kering. pengunjung juga tidak ramai.","['kondisi', 'saat', 'ini', 'sudah', 'kurang', 'terawat', 'mungkin', 'karena', 'lamanya', 'masa', 'pandemi', 'dan', 'masim', 'kemarau', ',', 'danau', ',', 'kolam', 'menjadi', 'kering', '.', 'pengunjung', 'juga', 'tidak', 'ramai', '.']","['kondisi', 'saat', 'ini', 'sudah', 'kurang', 'terawat', 'mungkin', 'karena', 'lamanya', 'masa', 'pandemi', 'dan', 'masim', 'kemarau', ',', 'danau', ',', 'kolam', 'menjadi', 'kering', '.', 'pengunjung', 'juga', 'tidak', 'ramai', '.']","['kondisi', 'terawat', 'pandemi', 'masim', 'kemarau', ',', 'danau', ',', 'kolam', 'kering', '.', 'pengunjung', 'tidak', 'ramai', '.']"
banyak pungli,4 tahun lalu,Negatif,bukit jaddih,banyak pungli,banyak pungli,"['banyak', 'pungli']","['banyak', 'pungli']",['pungli']
"Tempatnya tidak sebagus di foto, panas dan terik ",7 bulan lalu,Negatif,bukit jaddih,"tempatnya tidak sebagus di foto, panas dan terik ","tempatnya tidak sebagus di foto, panas dan terik","['tempatnya', 'tidak', 'sebagus', 'di', 'foto', ',', 'panas', 'dan', 'terik']","['tempatnya', 'tidak', 'sebagus', 'di', 'foto', ',', 'panas', 'dan', 'terik']","['tempatnya', 'tidak', 'sebagus', 'foto', ',', 'panas', 'terik']"
"Pintu masuknya tidak keliatan tandanya, panas sekali,.... sedikit sekali tempat berteduh,",2 tahun lalu,Negatif,bukit jaddih,"pintu masuknya tidak keliatan tandanya, panas sekali,.... sedikit sekali tempat berteduh,","pintu masuknya tidak keliatan tandanya, panas sekali,.... sedikit sekali tempat berteduh,","['pintu', 'masuknya', 'tidak', 'keliatan', 'tandanya', ',', 'panas', 'sekali', ',', '....', 'sedikit', 'sekali', 'tempat', 'berteduh', ',']","['pintu', 'masuknya', 'tidak', 'kelihatan', 'tandanya', ',', 'panas', 'sekali', ',', '....', 'sedikit', 'sekali', 'tempat', 'berteduh', ',']","['pintu', 'masuknya', 'tidak', 'tandanya', ',', 'panas', ',', '....', 'berteduh', ',']"
wisata ini belum dikelola dengan baik sehingga banyak pungutan yang tidak jelas,3 tahun lalu,Negatif,bukit jaddih,wisata ini belum dikelola dengan baik sehingga banyak pungutan yang tidak jelas,wisata ini belum dikelola dengan baik sehingga banyak pungutan yang tidak jelas,"['wisata', 'ini', 'belum', 'dikelola', 'dengan', 'baik', 'sehingga', 'banyak', 'pungutan', 'yang', 'tidak', 'jelas']","['wisata', 'ini', 'belum', 'dikelola', 'dengan', 'baik', 'sehingga', 'banyak', 'pungutan', 'yang', 'tidak', 'jelas']","['wisata', 'dikelola', 'pungutan', 'tidak']"
"karcis nya 2 x mahal potongan kaya preman smua
makanya sepi pengunjung",5 bulan lalu,Negatif,bukit jaddih,"karcis nya 2 x mahal potongan kaya preman smua
makanya sepi pengunjung",karcis nya  x mahal potongan kaya preman smua makanya sepi pengunjung,"['karcis', 'nya', 'x', 'mahal', 'potongan', 'kaya', 'preman', 'smua', 'makanya', 'sepi', 'pengunjung']","['karcis', 'nya', 'x', 'mahal', 'potongan', 'kaya', 'preman', 'semua', 'makanya', 'sepi', 'pengunjung']","['karcis', 'x', 'mahal', 'potongan', 'kaya', 'preman', 'sepi', 'pengunjung']"
"Jalanan menuju wisata berdebu dan rusak,,taman wisata kurang terawat. Cuaca panas terik.",2 tahun lalu,Negatif,bukit jaddih,"jalanan menuju wisata berdebu dan rusak,,taman wisata kurang terawat. cuaca panas terik.","jalanan menuju wisata berdebu dan rusak,,taman wisata kurang terawat. cuaca panas terik.","['jalanan', 'menuju', 'wisata', 'berdebu', 'dan', 'rusak', ',', ',taman', 'wisata', 'kurang', 'terawat', '.', 'cuaca', 'panas', 'terik', '.']","['jalanan', 'menuju', 'wisata', 'berdebu', 'dan', 'rusak', ',', ',taman', 'wisata', 'kurang', 'terawat', '.', 'cuaca', 'panas', 'terik', '.']","['jalanan', 'wisata', 'berdebu', 'rusak', ',', ',taman', 'wisata', 'terawat', '.', 'cuaca', 'panas', 'terik', '.']"
" akses masuk susah, jalan rusak, banyak tarikan pungli, tempat berdebu (serbuk kapur), akses jalan cukup berbahaya karena tidak ada jalur pejalan kaki dan pegangan",setahun lalu,Negatif,bukit jaddih," akses masuk susah, jalan rusak, banyak tarikan pungli, tempat berdebu (serbuk kapur), akses jalan cukup berbahaya karena tidak ada jalur pejalan kaki dan pegangan","akses masuk susah, jalan rusak, banyak tarikan pungli, tempat berdebu (serbuk kapur), akses jalan cukup berbahaya karena tidak ada jalur pejalan kaki dan pegangan","['akses', 'masuk', 'susah', ',', 'jalan', 'rusak', ',', 'banyak', 'tarikan', 'pungli', ',', 'tempat', 'berdebu', '(', 'serbuk', 'kapur', ')', ',', 'akses', 'jalan', 'cukup', 'berbahaya', 'karena', 'tidak', 'ada', 'jalur', 'pejalan', 'kaki', 'dan', 'pegangan']","['akses', 'masuk', 'susah', ',', 'jalan', 'rusak', ',', 'banyak', 'tarikan', 'pungli', ',', 'tempat', 'berdebu', '(', 'serbuk', 'kapur', ')', ',', 'akses', 'jalan', 'cukup', 'berbahaya', 'karena', 'tidak', 'ada', 'jalur', 'pejalan', 'kaki', 'dan', 'pegangan']","['akses', 'masuk', 'susah', ',', 'jalan', 'rusak', ',', 'tarikan', 'pungli', ',', 'berdebu', '(', 'serbuk', 'kapur', ')', ',', 'akses', 'jalan', 'berbahaya', 'tidak', 'jalur', 'pejalan', 'kaki', 'pegangan']"
Banyak pungutan liar,2 bulan lalu,Negatif,bukit jaddih,banyak pungutan liar,banyak pungutan liar,"['banyak', 'pungutan', 'liar']","['banyak', 'pungutan', 'liar']","['pungutan', 'liar']"
 sayang kurang terawat dan kurang lengkap fasilitasnya,3 bulan lalu,Negatif,bukit jaddih, sayang kurang terawat dan kurang lengkap fasilitasnya,sayang kurang terawat dan kurang lengkap fasilitasnya,"['sayang', 'kurang', 'terawat', 'dan', 'kurang', 'lengkap', 'fasilitasnya']","['sayang', 'kurang', 'terawat', 'dan', 'kurang', 'lengkap', 'fasilitasnya']","['sayang', 'terawat', 'lengkap', 'fasilitasnya']"
Saya kemaren baru Dari sana pintu masuk pertama d Minta karcis d tengah jln d pinta lagi sudah d dalm d minta nya lagi terlalu Banyak pungli fasilitas apapun gk Ada sangat mengecewakan,4 tahun lalu,Negatif,bukit jaddih,saya kemaren baru dari sana pintu masuk pertama d minta karcis d tengah jln d pinta lagi sudah d dalm d minta nya lagi terlalu banyak pungli fasilitas apapun gk ada sangat mengecewakan,saya kemaren baru dari sana pintu masuk pertama d minta karcis d tengah jln d pinta lagi sudah d dalm d minta nya lagi terlalu banyak pungli fasilitas apapun gk ada sangat mengecewakan,"['saya', 'kemaren', 'baru', 'dari', 'sana', 'pintu', 'masuk', 'pertama', 'd', 'minta', 'karcis', 'd', 'tengah', 'jln', 'd', 'pinta', 'lagi', 'sudah', 'd', 'dalm', 'd', 'minta', 'nya', 'lagi', 'terlalu', 'banyak', 'pungli', 'fasilitas', 'apapun', 'gk', 'ada', 'sangat', 'mengecewakan']","['saya', 'kemarin', 'baru', 'dari', 'sana', 'pintu', 'masuk', 'pertama', 'di', 'minta', 'karcis', 'di', 'tengah', 'jalan', 'di', 'pinta', 'lagi', 'sudah', 'di', 'dalm', 'di', 'minta', 'nya', 'lagi', 'terlalu', 'banyak', 'pungli', 'fasilitas', 'apapun', 'tidak', 'ada', 'sangat', 'mengecewakan']","['kemarin', 'pintu', 'masuk', 'karcis', 'jalan', 'pinta', 'dalm', 'pungli', 'fasilitas', 'apapun', 'tidak', 'sangat', 'mengecewakan']"
"Panas, berdebu, sebaiknya membawa masker. Berhati-hati melewati jalan untuk keatas saat menggunakan kendaraan bermotor",2 tahun lalu,Negatif,bukit jaddih,"panas, berdebu, sebaiknya membawa masker. berhati-hati melewati jalan untuk keatas saat menggunakan kendaraan bermotor","panas, berdebu, sebaiknya membawa masker. berhati-hati melewati jalan untuk keatas saat menggunakan kendaraan bermotor","['panas', ',', 'berdebu', ',', 'sebaiknya', 'membawa', 'masker', '.', 'berhati-hati', 'melewati', 'jalan', 'untuk', 'keatas', 'saat', 'menggunakan', 'kendaraan', 'bermotor']","['panas', ',', 'berdebu', ',', 'sebaiknya', 'membawa', 'masker', '.', 'berhati-hati', 'melewati', 'jalan', 'untuk', 'keatas', 'saat', 'menggunakan', 'kendaraan', 'bermotor']","['panas', ',', 'berdebu', ',', 'membawa', 'masker', '.', 'berhati-hati', 'melewati', 'jalan', 'keatas', 'kendaraan', 'bermotor']"
aslinya biasa saja,setahun lalu,Negatif,bukit jaddih,aslinya biasa saja,aslinya biasa saja,"['aslinya', 'biasa', 'saja']","['aslinya', 'biasa', 'saja']",['aslinya']
Masih ada pungli di beberapa lokasi,2 bulan lalu,Negatif,bukit jaddih,masih ada pungli di beberapa lokasi,masih ada pungli di beberapa lokasi,"['masih', 'ada', 'pungli', 'di', 'beberapa', 'lokasi']","['masih', 'ada', 'pungli', 'di', 'beberapa', 'lokasi']","['pungli', 'lokasi']"
Tempatnya menurut saya biasa aja utk viewnya,2 tahun lalu,Negatif,bukit jaddih,tempatnya menurut saya biasa aja utk viewnya,tempatnya menurut saya biasa aja utk viewnya,"['tempatnya', 'menurut', 'saya', 'biasa', 'aja', 'utk', 'viewnya']","['tempatnya', 'menurut', 'saya', 'biasa', 'saja', 'untuk', 'viewnya']","['tempatnya', 'viewnya']"
akses jalan kurang memadai. bahkan ada beberapa jalan hanya muat untuk 1 mobil saja jadi apabila papasan salah satu mobil harus mundur. ,3 tahun lalu,Negatif,bukit jaddih,akses jalan kurang memadai. bahkan ada beberapa jalan hanya muat untuk 1 mobil saja jadi apabila papasan salah satu mobil harus mundur. ,akses jalan kurang memadai. bahkan ada beberapa jalan hanya muat untuk  mobil saja jadi apabila papasan salah satu mobil harus mundur.,"['akses', 'jalan', 'kurang', 'memadai', '.', 'bahkan', 'ada', 'beberapa', 'jalan', 'hanya', 'muat', 'untuk', 'mobil', 'saja', 'jadi', 'apabila', 'papasan', 'salah', 'satu', 'mobil', 'harus', 'mundur', '.']","['akses', 'jalan', 'kurang', 'memadai', '.', 'bahkan', 'ada', 'beberapa', 'jalan', 'hanya', 'muat', 'untuk', 'mobil', 'saja', 'jadi', 'apabila', 'papasan', 'salah', 'satu', 'mobil', 'harus', 'mundur', '.']","['akses', 'jalan', 'memadai', '.', 'jalan', 'muat', 'mobil', 'papasan', 'salah', 'mobil', 'mundur', '.']"
Pas ga keliatan putih karena musim hujan.Jalan masuknya ancur.bayar 3x 😥 …,setahun lalu,Negatif,bukit jaddih,pas ga keliatan putih karena musim hujan.jalan masuknya ancur.bayar 3x 😥 …,pas ga keliatan putih karena musim hujan.jalan masuknya ancur.bayar x ? ?,"['pas', 'ga', 'keliatan', 'putih', 'karena', 'musim', 'hujan.jalan', 'masuknya', 'ancur.bayar', 'x', '?', '?']","['pas', 'tidak', 'kelihatan', 'putih', 'karena', 'musim', 'hujan.jalan', 'masuknya', 'ancur.bayar', 'x', '?', '?']","['pas', 'tidak', 'putih', 'musim', 'hujan.jalan', 'masuknya', 'ancur.bayar', 'x', '?', '?']"
"Cuacanya panas, saya sarankan untuk kesini pagi-pagi agar tidak terlalu panas. Hati-hati dengan pungli. Sepanjang perjalanan ada beberapa point dimana kita akan diminta pungli atas nama kas desa, sumbangan desa dan sebagainya. Waktu itu …",setahun lalu,Negatif,bukit jaddih,"cuacanya panas, saya sarankan untuk kesini pagi-pagi agar tidak terlalu panas. hati-hati dengan pungli. sepanjang perjalanan ada beberapa point dimana kita akan diminta pungli atas nama kas desa, sumbangan desa dan sebagainya. waktu itu …","cuacanya panas, saya sarankan untuk kesini pagi-pagi agar tidak terlalu panas. hati-hati dengan pungli. sepanjang perjalanan ada beberapa point dimana kita akan diminta pungli atas nama kas desa, sumbangan desa dan sebagainya. waktu itu ?","['cuacanya', 'panas', ',', 'saya', 'sarankan', 'untuk', 'kesini', 'pagi-pagi', 'agar', 'tidak', 'terlalu', 'panas', '.', 'hati-hati', 'dengan', 'pungli', '.', 'sepanjang', 'perjalanan', 'ada', 'beberapa', 'point', 'dimana', 'kita', 'akan', 'diminta', 'pungli', 'atas', 'nama', 'kas', 'desa', ',', 'sumbangan', 'desa', 'dan', 'sebagainya', '.', 'waktu', 'itu', '?']","['cuacanya', 'panas', ',', 'saya', 'sarankan', 'untuk', 'kesini', 'pagi-pagi', 'agar', 'tidak', 'terlalu', 'panas', '.', 'hati-hati', 'dengan', 'pungli', '.', 'sepanjang', 'perjalanan', 'ada', 'beberapa', 'point', 'dimana', 'kita', 'akan', 'diminta', 'pungli', 'atas', 'nama', 'kas', 'desa', ',', 'sumbangan', 'desa', 'dan', 'sebagainya', '.', 'waktu', 'itu', '?']","['cuacanya', 'panas', ',', 'sarankan', 'kesini', 'pagi-pagi', 'tidak', 'panas', '.', 'hati-hati', 'pungli', '.', 'perjalanan', 'point', 'dimana', 'pungli', 'nama', 'kas', 'desa', ',', 'sumbangan', 'desa', '.', '?']"
Puanas.... BerHati hati Banyak Pungutan Tiket Liar..,4 tahun lalu,Negatif,bukit jaddih,puanas.... berhati hati banyak pungutan tiket liar..,puanas.... berhati hati banyak pungutan tiket liar..,"['puanas', '....', 'berhati', 'hati', 'banyak', 'pungutan', 'tiket', 'liar', '..']","['panas', '....', 'berhati', 'hati', 'banyak', 'pungutan', 'tiket', 'liar', '..']","['panas', '....', 'berhati', 'hati', 'pungutan', 'tiket', 'liar', '..']"
Cukup kreatif dengan spot photo instagramable...,9 bulan lalu,Negatif,bukit jaddih,cukup kreatif dengan spot photo instagramable...,cukup kreatif dengan spot photo instagramable...,"['cukup', 'kreatif', 'dengan', 'spot', 'photo', 'instagramable', '...']","['cukup', 'kreatif', 'dengan', 'spot', 'photo', 'instagramable', '...']","['kreatif', 'spot', 'photo', 'instagramable', '...']"
"Cocok untuk liburan keluarga, tiap kesini pas weekdays karena ga trllu suka rame jadi biar berasa ky private beach 🏖 pentol ghepeknya enak sekalii, ga pernah nemuin selain disini makanya sllu sempetin beli. Bisa naek 🐎 dan main atv di sekitar pantai. …",3 tahun lalu,Negatif,bukit jaddih,"cocok untuk liburan keluarga, tiap kesini pas weekdays karena ga trllu suka rame jadi biar berasa ky private beach 🏖 pentol ghepeknya enak sekalii, ga pernah nemuin selain disini makanya sllu sempetin beli. bisa naek 🐎 dan main atv di sekitar pantai. …","cocok untuk liburan keluarga, tiap kesini pas weekdays karena ga trllu suka rame jadi biar berasa ky private beach ? pentol ghepeknya enak sekalii, ga pernah nemuin selain disini makanya sllu sempetin beli. bisa naek ? dan main atv di sekitar pantai. ?","['cocok', 'untuk', 'liburan', 'keluarga', ',', 'tiap', 'kesini', 'pas', 'weekdays', 'karena', 'ga', 'trllu', 'suka', 'rame', 'jadi', 'biar', 'berasa', 'ky', 'private', 'beach', '?', 'pentol', 'ghepeknya', 'enak', 'sekalii', ',', 'ga', 'pernah', 'nemuin', 'selain', 'disini', 'makanya', 'sllu', 'sempetin', 'beli', '.', 'bisa', 'naek', '?', 'dan', 'main', 'atv', 'di', 'sekitar', 'pantai', '.', '?']","['cocok', 'untuk', 'liburan', 'keluarga', ',', 'tiap', 'kesini', 'pas', 'weekdays', 'karena', 'tidak', 'trllu', 'suka', 'ramai', 'jadi', 'biar', 'berasa', 'seperti', 'private', 'beach', '?', 'pentol', 'ghepeknya', 'enak', 'sekalii', ',', 'tidak', 'pernah', 'nemuin', 'selain', 'disini', 'makanya', 'sllu', 'sempetin', 'beli', '.', 'bisa', 'naek', '?', 'dan', 'main', 'atv', 'di', 'sekitar', 'pantai', '.', '?']","['cocok', 'liburan', 'keluarga', ',', 'kesini', 'pas', 'weekdays', 'tidak', 'trllu', 'suka', 'ramai', 'biar', 'berasa', 'private', 'beach', '?', 'pentol', 'ghepeknya', 'enak', 'sekalii', ',', 'tidak', 'nemuin', 'sllu', 'sempetin', 'beli', '.', 'naek', '?', 'main', 'atv', 'pantai', '.', '?']"
"Fasilitas umum perlu dibenahi termasuk tangga menuju pantai, kamar mandi kurang bersih dan saluran air macet, lampu pinggir pantai banyak yg mati",4 tahun lalu,Negatif,bukit jaddih,"fasilitas umum perlu dibenahi termasuk tangga menuju pantai, kamar mandi kurang bersih dan saluran air macet, lampu pinggir pantai banyak yg mati","fasilitas umum perlu dibenahi termasuk tangga menuju pantai, kamar mandi kurang bersih dan saluran air macet, lampu pinggir pantai banyak yg mati","['fasilitas', 'umum', 'perlu', 'dibenahi', 'termasuk', 'tangga', 'menuju', 'pantai', ',', 'kamar', 'mandi', 'kurang', 'bersih', 'dan', 'saluran', 'air', 'macet', ',', 'lampu', 'pinggir', 'pantai', 'banyak', 'yg', 'mati']","['fasilitas', 'umum', 'perlu', 'dibenahi', 'termasuk', 'tangga', 'menuju', 'pantai', ',', 'kamar', 'mandi', 'kurang', 'bersih', 'dan', 'saluran', 'air', 'macet', ',', 'lampu', 'pinggir', 'pantai', 'banyak', 'yang', 'mati']","['fasilitas', 'dibenahi', 'tangga', 'pantai', ',', 'kamar', 'mandi', 'bersih', 'saluran', 'air', 'macet', ',', 'lampu', 'pinggir', 'pantai', 'mati']"
"Salah satu pantai di sumenep untuk liburan bersama keluarga dan orang kerkasih. Parkirannya cukup luas, ada banyak penjual degan dan rujak serta makanan lainnya. Sebaiknya kesini sore hari biar sekaligus melihat matahari terbenam",5 bulan lalu,Positif,bukit jaddih,"salah satu pantai di sumenep untuk liburan bersama keluarga dan orang kerkasih. parkirannya cukup luas, ada banyak penjual degan dan rujak serta makanan lainnya. sebaiknya kesini sore hari biar sekaligus melihat matahari terbenam","salah satu pantai di sumenep untuk liburan bersama keluarga dan orang kerkasih. parkirannya cukup luas, ada banyak penjual degan dan rujak serta makanan lainnya. sebaiknya kesini sore hari biar sekaligus melihat matahari terbenam","['salah', 'satu', 'pantai', 'di', 'sumenep', 'untuk', 'liburan', 'bersama', 'keluarga', 'dan', 'orang', 'kerkasih', '.', 'parkirannya', 'cukup', 'luas', ',', 'ada', 'banyak', 'penjual', 'degan', 'dan', 'rujak', 'serta', 'makanan', 'lainnya', '.', 'sebaiknya', 'kesini', 'sore', 'hari', 'biar', 'sekaligus', 'melihat', 'matahari', 'terbenam']","['salah', 'satu', 'pantai', 'di', 'sumenep', 'untuk', 'liburan', 'bersama', 'keluarga', 'dan', 'orang', 'kerkasih', '.', 'parkirannya', 'cukup', 'luas', ',', 'ada', 'banyak', 'penjual', 'degan', 'dan', 'rujak', 'serta', 'makanan', 'lainnya', '.', 'sebaiknya', 'kesini', 'sore', 'hari', 'biar', 'sekaligus', 'melihat', 'matahari', 'terbenam']","['salah', 'pantai', 'sumenep', 'liburan', 'keluarga', 'orang', 'kerkasih', '.', 'parkirannya', 'luas', ',', 'penjual', 'degan', 'rujak', 'makanan', '.', 'kesini', 'sore', 'biar', 'matahari', 'terbenam']"
"Liat foto2 di google map 3-4tahun lalu masih bagus. Pas kmarin datang, pendopo sdh agak ditinggalkan, pasir tidak seputih dulu juga. Rekomendasi Naik motor trailnya, murah 20k sdh dipotoin abangnya juga",2 bulan lalu,Negatif,pantai slopeng,"liat foto2 di google map 3-4tahun lalu masih bagus. pas kmarin datang, pendopo sdh agak ditinggalkan, pasir tidak seputih dulu juga. rekomendasi naik motor trailnya, murah 20k sdh dipotoin abangnya juga","liat foto di google map -tahun lalu masih bagus. pas kmarin datang, pendopo sdh agak ditinggalkan, pasir tidak seputih dulu juga. rekomendasi naik motor trailnya, murah k sdh dipotoin abangnya juga","['liat', 'foto', 'di', 'google', 'map', '-tahun', 'lalu', 'masih', 'bagus', '.', 'pas', 'kmarin', 'datang', ',', 'pendopo', 'sdh', 'agak', 'ditinggalkan', ',', 'pasir', 'tidak', 'seputih', 'dulu', 'juga', '.', 'rekomendasi', 'naik', 'motor', 'trailnya', ',', 'murah', 'k', 'sdh', 'dipotoin', 'abangnya', 'juga']","['lihat', 'foto', 'di', 'google', 'map', '-tahun', 'lalu', 'masih', 'bagus', '.', 'pas', 'kmarin', 'datang', ',', 'pendopo', 'sudah', 'agak', 'ditinggalkan', ',', 'pasir', 'tidak', 'seputih', 'dulu', 'juga', '.', 'rekomendasi', 'naik', 'motor', 'trailnya', ',', 'murah', 'ke', 'sudah', 'dipotoin', 'abangnya', 'juga']","['lihat', 'foto', 'google', 'map', '-tahun', 'bagus', '.', 'pas', 'kmarin', ',', 'pendopo', 'ditinggalkan', ',', 'pasir', 'tidak', 'seputih', '.', 'rekomendasi', 'motor', 'trailnya', ',', 'murah', 'dipotoin', 'abangnya']"
